,0,1,2,3,4,5,6,7,8,9,10
15093,72.0,67.0,75.0,72.0,72.0,70.0,73.0,72.0,70.0,72.0,67.0
15094,73.0,65.0,73.0,71.0,71.0,68.0,73.0,72.0,67.0,70.0,65.0
15095,74.0,63.0,72.0,72.0,71.0,68.0,70.0,72.0,65.0,69.0,63.0
15096,74.0,64.0,71.0,71.0,71.0,68.0,68.0,72.0,64.0,70.0,63.0
15097,74.0,64.0,72.0,71.0,69.0,68.0,69.0,71.0,63.0,69.0,63.0
15098,74.0,65.0,69.0,71.0,69.0,68.0,67.0,70.0,62.0,68.0,61.0
15099,74.0,63.0,67.0,71.0,68.0,67.0,66.0,70.0,62.0,68.0,58.0
15100,72.0,65.0,68.0,71.0,67.0,69.0,66.0,68.0,62.0,70.0,58.0
15101,72.0,64.0,66.0,70.0,65.0,68.0,66.0,68.0,61.0,69.0,58.0
15102,72.0,62.0,65.0,71.0,65.0,67.0,65.0,67.0,60.0,67.0,56.0
15103,73.0,65.0,68.0,71.0,67.0,69.0,66.0,70.0,62.0,69.0,61.0
15104,75.0,69.0,71.0,72.0,70.0,72.0,73.0,73.0,69.0,73.0,65.0
15105,78.0,73.0,74.0,75.0,73.0,76.0,78.0,78.0,75.0,78.0,72.0
15106,79.0,75.0,75.0,79.0,76.0,77.0,81.0,81.0,78.0,80.0,74.0
15107,81.0,78.0,78.0,81.0,78.0,79.0,83.0,83.0,80.0,81.0,78.0
15108,81.0,79.0,79.0,82.0,79.0,80.0,84.0,83.0,81.0,81.0,79.0
15109,83.0,80.0,80.0,84.0,80.0,82.0,86.0,84.0,81.0,82.0,81.0
15110,81.0,82.0,81.0,83.0,82.0,83.0,87.0,85.0,83.0,84.0,82.0
15111,81.0,83.0,82.0,84.0,81.0,83.0,86.0,86.0,83.0,85.0,84.0
15112,80.0,83.0,81.0,83.0,82.0,83.0,85.0,85.0,82.0,84.0,82.0
15113,79.0,82.0,79.0,82.0,80.0,82.0,83.0,83.0,81.0,83.0,82.0
15114,73.0,78.0,72.0,76.0,75.0,77.0,79.0,80.0,75.0,80.0,78.0
15115,68.0,71.0,69.0,71.0,68.0,72.0,72.0,73.0,67.0,73.0,72.0
15116,66.0,68.0,63.0,68.0,68.0,70.0,69.0,72.0,64.0,71.0,69.0
15117,65.0,65.0,64.0,66.0,64.0,67.0,66.0,68.0,62.0,68.0,67.0
15118,65.0,66.0,64.0,65.0,63.0,67.0,66.0,65.0,61.0,67.0,63.0
15119,64.0,62.0,61.0,63.0,63.0,65.0,65.0,63.0,61.0,65.0,61.0
15120,63.0,61.0,58.0,63.0,61.0,63.0,63.0,63.0,61.0,64.0,60.0
15121,63.0,60.0,56.0,63.0,59.0,64.0,63.0,61.0,59.0,64.0,58.0
15122,61.0,59.0,56.0,62.0,59.0,62.0,64.0,61.0,60.0,62.0,58.0
15123,61.0,59.0,54.0,62.0,56.0,62.0,63.0,61.0,59.0,62.0,59.0
15124,59.0,58.0,54.0,62.0,57.0,62.0,63.0,60.0,58.0,62.0,57.0
15125,59.0,57.0,54.0,61.0,57.0,61.0,63.0,60.0,57.0,61.0,56.0
15126,60.0,57.0,54.0,61.0,56.0,60.0,63.0,59.0,57.0,61.0,55.0
15127,65.0,59.0,58.0,63.0,60.0,62.0,65.0,62.0,60.0,63.0,59.0
15128,73.0,66.0,66.0,71.0,68.0,69.0,70.0,71.0,67.0,70.0,64.0
15129,80.0,72.0,75.0,77.0,75.0,73.0,78.0,77.0,73.0,73.0,72.0
15130,81.0,78.0,78.0,79.0,79.0,78.0,81.0,80.0,78.0,78.0,81.0
15131,83.0,80.0,81.0,82.0,83.0,80.0,84.0,83.0,82.0,80.0,83.0
15132,85.0,82.0,82.0,84.0,83.0,82.0,86.0,87.0,83.0,83.0,86.0
15133,85.0,84.0,82.0,85.0,85.0,85.0,88.0,86.0,85.0,86.0,87.0
15134,83.0,85.0,82.0,86.0,85.0,85.0,89.0,87.0,87.0,85.0,89.0
15135,83.0,85.0,83.0,87.0,85.0,85.0,89.0,88.0,86.0,87.0,89.0
15136,82.0,85.0,83.0,86.0,83.0,85.0,88.0,87.0,84.0,86.0,88.0
15137,79.0,83.0,80.0,84.0,81.0,83.0,86.0,85.0,83.0,84.0,87.0
15138,76.0,80.0,77.0,79.0,76.0,80.0,82.0,81.0,80.0,81.0,82.0
15139,74.0,72.0,74.0,74.0,74.0,72.0,77.0,76.0,75.0,75.0,77.0
15140,73.0,71.0,73.0,73.0,73.0,72.0,77.0,75.0,73.0,73.0,73.0
15141,73.0,67.0,72.0,72.0,71.0,69.0,76.0,73.0,71.0,71.0,71.0
15142,73.0,65.0,71.0,71.0,69.0,68.0,74.0,72.0,71.0,70.0,70.0
15143,72.0,64.0,70.0,71.0,69.0,66.0,73.0,70.0,70.0,67.0,68.0
15144,71.0,63.0,70.0,68.0,69.0,66.0,72.0,69.0,69.0,68.0,68.0
15145,71.0,64.0,71.0,68.0,69.0,67.0,72.0,66.0,67.0,67.0,64.0
15146,70.0,65.0,70.0,67.0,68.0,65.0,71.0,65.0,67.0,65.0,65.0
15147,68.0,63.0,70.0,65.0,68.0,65.0,70.0,63.0,67.0,65.0,65.0
15148,67.0,64.0,69.0,66.0,67.0,65.0,69.0,64.0,66.0,65.0,64.0
15149,67.0,63.0,70.0,67.0,68.0,66.0,68.0,64.0,66.0,66.0,63.0
15150,69.0,63.0,68.0,67.0,69.0,65.0,67.0,64.0,66.0,66.0,64.0
15151,72.0,64.0,71.0,69.0,71.0,66.0,69.0,67.0,69.0,67.0,64.0
15152,78.0,70.0,74.0,73.0,76.0,71.0,75.0,73.0,73.0,72.0,72.0
15153,81.0,75.0,78.0,79.0,80.0,79.0,82.0,80.0,81.0,80.0,77.0
15154,84.0,81.0,82.0,84.0,83.0,83.0,88.0,86.0,86.0,84.0,82.0
15155,87.0,83.0,85.0,88.0,88.0,87.0,92.0,89.0,89.0,89.0,85.0
15156,89.0,87.0,87.0,89.0,90.0,89.0,93.0,91.0,91.0,91.0,88.0
15157,90.0,88.0,88.0,91.0,91.0,90.0,96.0,93.0,92.0,92.0,89.0
15158,90.0,89.0,89.0,92.0,92.0,92.0,97.0,95.0,92.0,94.0,89.0
15159,90.0,90.0,88.0,92.0,89.0,92.0,96.0,95.0,81.0,95.0,89.0
15160,90.0,88.0,88.0,92.0,87.0,91.0,89.0,95.0,81.0,93.0,87.0
15161,88.0,85.0,87.0,89.0,84.0,89.0,82.0,92.0,75.0,91.0,80.0
15162,83.0,78.0,82.0,82.0,82.0,82.0,80.0,83.0,72.0,83.0,75.0
15163,80.0,75.0,80.0,79.0,80.0,79.0,76.0,82.0,71.0,80.0,73.0
15164,77.0,76.0,80.0,78.0,78.0,77.0,76.0,80.0,69.0,79.0,72.0
15165,79.0,74.0,79.0,77.0,76.0,77.0,74.0,80.0,70.0,78.0,72.0
15166,79.0,72.0,77.0,75.0,76.0,75.0,74.0,79.0,70.0,77.0,71.0
15167,77.0,71.0,75.0,75.0,76.0,74.0,73.0,79.0,71.0,74.0,71.0
15168,77.0,69.0,75.0,74.0,75.0,71.0,72.0,76.0,69.0,72.0,69.0
15169,76.0,69.0,74.0,74.0,73.0,71.0,71.0,75.0,69.0,72.0,69.0
15170,74.0,71.0,73.0,74.0,73.0,73.0,70.0,73.0,67.0,73.0,69.0
15171,76.0,70.0,72.0,73.0,72.0,72.0,70.0,73.0,66.0,72.0,69.0
15172,76.0,69.0,71.0,73.0,71.0,71.0,69.0,73.0,65.0,72.0,69.0
15173,76.0,67.0,72.0,72.0,71.0,70.0,68.0,72.0,65.0,71.0,67.0
15174,75.0,67.0,71.0,73.0,71.0,70.0,68.0,72.0,64.0,70.0,66.0
15175,75.0,67.0,70.0,74.0,71.0,70.0,68.0,73.0,64.0,71.0,65.0
15176,75.0,68.0,70.0,78.0,71.0,71.0,70.0,74.0,65.0,71.0,66.0
15177,77.0,68.0,72.0,79.0,72.0,73.0,72.0,75.0,66.0,73.0,66.0
15178,77.0,70.0,73.0,79.0,72.0,73.0,74.0,77.0,68.0,73.0,67.0
15179,79.0,72.0,73.0,81.0,74.0,75.0,74.0,79.0,68.0,75.0,68.0
15180,78.0,74.0,73.0,81.0,75.0,77.0,74.0,80.0,69.0,77.0,70.0
15181,76.0,75.0,73.0,83.0,73.0,78.0,74.0,80.0,70.0,78.0,72.0
15182,77.0,77.0,73.0,82.0,71.0,79.0,74.0,80.0,70.0,79.0,72.0
15183,75.0,76.0,72.0,80.0,71.0,78.0,74.0,78.0,70.0,78.0,71.0
15184,75.0,75.0,71.0,80.0,71.0,77.0,74.0,77.0,68.0,76.0,71.0
15185,74.0,74.0,71.0,78.0,70.0,75.0,73.0,76.0,68.0,75.0,71.0
15186,74.0,71.0,70.0,75.0,68.0,72.0,73.0,75.0,67.0,73.0,69.0
15187,74.0,69.0,69.0,74.0,66.0,72.0,72.0,74.0,67.0,73.0,67.0
15188,73.0,67.0,68.0,74.0,67.0,71.0,72.0,74.0,67.0,71.0,66.0
15189,73.0,66.0,66.0,73.0,63.0,71.0,72.0,73.0,67.0,71.0,66.0
15190,73.0,67.0,65.0,73.0,63.0,70.0,70.0,72.0,66.0,70.0,66.0
15191,71.0,66.0,63.0,72.0,62.0,69.0,70.0,72.0,66.0,70.0,66.0
15192,71.0,65.0,62.0,70.0,61.0,69.0,70.0,70.0,65.0,70.0,66.0
15193,71.0,65.0,62.0,69.0,60.0,68.0,69.0,69.0,65.0,69.0,66.0
15194,68.0,65.0,61.0,69.0,59.0,67.0,68.0,66.0,65.0,68.0,66.0
15195,65.0,65.0,62.0,69.0,60.0,67.0,67.0,67.0,65.0,67.0,65.0
15196,65.0,65.0,62.0,68.0,59.0,67.0,67.0,68.0,64.0,68.0,64.0
15197,65.0,65.0,60.0,67.0,60.0,66.0,67.0,68.0,65.0,68.0,66.0
15198,65.0,65.0,59.0,65.0,60.0,67.0,67.0,66.0,65.0,68.0,66.0
15199,66.0,66.0,63.0,68.0,63.0,67.0,68.0,68.0,65.0,68.0,67.0
15200,75.0,68.0,69.0,72.0,70.0,69.0,70.0,70.0,66.0,70.0,70.0
15201,78.0,70.0,73.0,77.0,74.0,71.0,72.0,73.0,67.0,71.0,72.0
15202,80.0,72.0,74.0,78.0,76.0,74.0,73.0,75.0,71.0,74.0,73.0
15203,80.0,74.0,75.0,79.0,78.0,75.0,75.0,78.0,73.0,77.0,74.0
15204,80.0,74.0,77.0,80.0,79.0,76.0,79.0,80.0,74.0,79.0,75.0
15205,80.0,76.0,77.0,80.0,79.0,77.0,81.0,80.0,75.0,79.0,75.0
15206,81.0,75.0,78.0,81.0,79.0,77.0,80.0,80.0,74.0,79.0,76.0
15207,79.0,76.0,78.0,81.0,79.0,78.0,81.0,80.0,75.0,79.0,76.0
15208,79.0,75.0,76.0,81.0,76.0,78.0,79.0,80.0,74.0,79.0,76.0
15209,75.0,74.0,75.0,80.0,74.0,76.0,78.0,78.0,74.0,78.0,74.0
15210,73.0,73.0,71.0,74.0,72.0,74.0,75.0,74.0,72.0,76.0,73.0
15211,71.0,71.0,67.0,72.0,69.0,72.0,74.0,70.0,72.0,72.0,73.0
15212,68.0,71.0,65.0,71.0,67.0,71.0,72.0,70.0,70.0,71.0,72.0
15213,66.0,70.0,66.0,70.0,66.0,69.0,70.0,70.0,66.0,70.0,72.0
15214,66.0,71.0,62.0,66.0,65.0,69.0,70.0,68.0,66.0,69.0,72.0
15215,67.0,72.0,63.0,67.0,64.0,70.0,68.0,68.0,66.0,69.0,72.0
15216,70.0,71.0,65.0,68.0,64.0,69.0,68.0,66.0,65.0,68.0,72.0
15217,71.0,71.0,65.0,68.0,64.0,69.0,68.0,66.0,66.0,69.0,72.0
15218,67.0,70.0,65.0,66.0,65.0,68.0,68.0,66.0,66.0,69.0,72.0
15219,67.0,70.0,65.0,66.0,65.0,68.0,67.0,66.0,65.0,69.0,71.0
15220,65.0,71.0,68.0,66.0,66.0,68.0,68.0,66.0,66.0,70.0,71.0
15221,65.0,71.0,68.0,65.0,68.0,68.0,66.0,64.0,66.0,70.0,72.0
15222,65.0,72.0,68.0,64.0,69.0,68.0,68.0,64.0,68.0,70.0,72.0
15223,71.0,72.0,69.0,68.0,69.0,70.0,70.0,67.0,69.0,71.0,73.0
15224,76.0,72.0,71.0,73.0,73.0,71.0,72.0,70.0,71.0,73.0,72.0
15225,80.0,74.0,74.0,79.0,77.0,76.0,77.0,78.0,74.0,77.0,75.0
15226,81.0,75.0,78.0,82.0,79.0,78.0,81.0,81.0,76.0,79.0,78.0
15227,83.0,77.0,80.0,84.0,82.0,79.0,83.0,82.0,79.0,81.0,78.0
15228,84.0,78.0,82.0,84.0,85.0,80.0,83.0,83.0,78.0,82.0,78.0
15229,84.0,75.0,84.0,86.0,84.0,81.0,83.0,86.0,80.0,82.0,77.0
15230,84.0,74.0,84.0,87.0,85.0,80.0,85.0,84.0,81.0,81.0,77.0
15231,83.0,73.0,82.0,85.0,83.0,79.0,83.0,84.0,78.0,80.0,73.0
15232,84.0,71.0,81.0,84.0,82.0,77.0,82.0,84.0,75.0,79.0,74.0
15233,82.0,71.0,79.0,82.0,79.0,76.0,80.0,81.0,73.0,77.0,73.0
15234,81.0,70.0,76.0,81.0,78.0,75.0,76.0,81.0,71.0,75.0,72.0
15235,81.0,70.0,74.0,80.0,76.0,73.0,73.0,76.0,71.0,72.0,71.0
15236,80.0,69.0,74.0,77.0,75.0,71.0,73.0,73.0,71.0,72.0,71.0
15237,76.0,69.0,72.0,74.0,73.0,70.0,73.0,72.0,71.0,72.0,72.0
15238,74.0,68.0,72.0,73.0,72.0,70.0,73.0,72.0,70.0,71.0,70.0
15239,73.0,68.0,71.0,72.0,72.0,70.0,72.0,72.0,68.0,71.0,70.0
15240,73.0,66.0,72.0,72.0,72.0,69.0,71.0,72.0,67.0,70.0,70.0
15241,74.0,64.0,72.0,72.0,72.0,68.0,70.0,72.0,65.0,69.0,66.0
15242,74.0,62.0,71.0,72.0,71.0,67.0,68.0,70.0,65.0,67.0,66.0
15243,73.0,61.0,71.0,71.0,71.0,66.0,68.0,70.0,63.0,66.0,65.0
15244,73.0,61.0,69.0,71.0,69.0,65.0,67.0,69.0,65.0,65.0,64.0
15245,73.0,59.0,68.0,70.0,68.0,64.0,68.0,69.0,65.0,65.0,63.0
15246,73.0,59.0,66.0,69.0,66.0,63.0,66.0,69.0,62.0,64.0,64.0
15247,73.0,61.0,67.0,70.0,66.0,66.0,67.0,69.0,63.0,66.0,60.0
15248,73.0,67.0,68.0,72.0,68.0,70.0,70.0,71.0,67.0,71.0,67.0
15249,75.0,69.0,71.0,75.0,69.0,72.0,73.0,74.0,69.0,74.0,69.0
15250,75.0,72.0,72.0,77.0,73.0,75.0,74.0,77.0,71.0,77.0,71.0
15251,76.0,74.0,74.0,79.0,73.0,78.0,76.0,79.0,73.0,80.0,73.0
15252,78.0,76.0,76.0,80.0,75.0,80.0,78.0,81.0,75.0,81.0,77.0
15253,76.0,77.0,77.0,81.0,78.0,81.0,79.0,81.0,76.0,82.0,79.0
15254,77.0,79.0,77.0,82.0,78.0,82.0,81.0,83.0,78.0,83.0,79.0
15255,78.0,79.0,77.0,82.0,77.0,82.0,82.0,82.0,79.0,83.0,79.0
15256,76.0,79.0,77.0,81.0,77.0,82.0,81.0,83.0,78.0,83.0,79.0
15257,75.0,78.0,75.0,80.0,74.0,80.0,80.0,80.0,77.0,81.0,79.0
15258,71.0,70.0,70.0,71.0,70.0,71.0,74.0,72.0,70.0,73.0,72.0
15259,66.0,63.0,69.0,65.0,67.0,65.0,66.0,65.0,63.0,67.0,65.0
15260,66.0,60.0,61.0,63.0,63.0,63.0,63.0,65.0,58.0,64.0,60.0
15261,64.0,58.0,59.0,61.0,60.0,63.0,61.0,57.0,56.0,62.0,58.0
15262,62.0,58.0,58.0,60.0,59.0,63.0,58.0,56.0,55.0,60.0,54.0
15263,60.0,58.0,55.0,59.0,57.0,62.0,58.0,54.0,53.0,59.0,53.0
15264,59.0,57.0,57.0,58.0,55.0,60.0,56.0,54.0,51.0,59.0,51.0
15265,59.0,53.0,56.0,56.0,56.0,55.0,54.0,51.0,52.0,55.0,50.0
15266,58.0,50.0,56.0,55.0,53.0,53.0,55.0,52.0,53.0,53.0,49.0
15267,58.0,51.0,54.0,54.0,53.0,53.0,54.0,50.0,52.0,53.0,48.0
15268,56.0,52.0,54.0,54.0,54.0,54.0,54.0,50.0,51.0,53.0,47.0
15269,55.0,51.0,54.0,54.0,53.0,55.0,52.0,50.0,48.0,53.0,46.0
15270,57.0,51.0,53.0,53.0,52.0,54.0,51.0,51.0,46.0,52.0,45.0
15271,61.0,50.0,56.0,57.0,56.0,55.0,54.0,56.0,50.0,55.0,47.0
15272,70.0,59.0,65.0,66.0,65.0,63.0,62.0,63.0,59.0,63.0,54.0
15273,75.0,64.0,70.0,72.0,71.0,68.0,69.0,70.0,64.0,68.0,62.0
15274,75.0,70.0,70.0,76.0,74.0,71.0,74.0,74.0,70.0,72.0,70.0
15275,78.0,74.0,73.0,78.0,74.0,74.0,78.0,78.0,74.0,75.0,73.0
15276,78.0,76.0,76.0,79.0,77.0,77.0,80.0,80.0,75.0,78.0,76.0
15277,80.0,78.0,76.0,81.0,77.0,79.0,81.0,81.0,76.0,80.0,79.0
15278,78.0,79.0,78.0,81.0,78.0,80.0,83.0,81.0,78.0,81.0,79.0
15279,78.0,79.0,77.0,82.0,77.0,80.0,82.0,82.0,79.0,81.0,79.0
15280,76.0,79.0,75.0,81.0,75.0,80.0,81.0,81.0,78.0,81.0,79.0
15281,75.0,78.0,74.0,78.0,73.0,79.0,80.0,80.0,77.0,80.0,77.0
15282,72.0,71.0,69.0,72.0,69.0,71.0,75.0,74.0,72.0,72.0,73.0
15283,68.0,66.0,64.0,69.0,66.0,64.0,72.0,66.0,65.0,66.0,70.0
15284,65.0,63.0,63.0,65.0,65.0,62.0,69.0,66.0,64.0,63.0,67.0
15285,65.0,64.0,64.0,64.0,64.0,60.0,69.0,65.0,63.0,63.0,65.0
15286,68.0,66.0,61.0,64.0,65.0,64.0,67.0,65.0,60.0,64.0,64.0
15287,69.0,64.0,64.0,64.0,65.0,62.0,65.0,65.0,61.0,62.0,63.0
15288,71.0,62.0,63.0,63.0,64.0,60.0,64.0,64.0,60.0,61.0,61.0
15289,69.0,63.0,61.0,61.0,62.0,61.0,65.0,61.0,61.0,62.0,60.0
15290,66.0,63.0,60.0,60.0,62.0,61.0,64.0,62.0,61.0,61.0,63.0
15291,66.0,64.0,61.0,59.0,63.0,61.0,63.0,60.0,61.0,61.0,63.0
15292,64.0,63.0,63.0,58.0,64.0,60.0,63.0,60.0,61.0,61.0,64.0
15293,66.0,63.0,63.0,59.0,65.0,60.0,64.0,61.0,61.0,61.0,63.0
15294,67.0,63.0,65.0,61.0,65.0,60.0,64.0,63.0,61.0,62.0,65.0
15295,71.0,60.0,67.0,65.0,67.0,62.0,66.0,65.0,63.0,63.0,63.0
15296,74.0,63.0,71.0,72.0,71.0,66.0,70.0,71.0,65.0,69.0,67.0
15297,77.0,65.0,74.0,76.0,75.0,71.0,73.0,74.0,66.0,73.0,66.0
15298,81.0,65.0,76.0,80.0,79.0,74.0,75.0,77.0,67.0,74.0,65.0
15299,81.0,65.0,75.0,82.0,77.0,75.0,74.0,79.0,68.0,74.0,69.0
15300,81.0,69.0,72.0,83.0,73.0,77.0,74.0,81.0,73.0,76.0,70.0
15301,82.0,71.0,73.0,83.0,68.0,78.0,74.0,81.0,73.0,78.0,73.0
15302,81.0,72.0,69.0,83.0,65.0,78.0,78.0,81.0,75.0,79.0,72.0
15303,75.0,73.0,68.0,82.0,66.0,78.0,77.0,81.0,77.0,80.0,71.0
15304,73.0,70.0,69.0,80.0,70.0,77.0,77.0,80.0,74.0,79.0,69.0
15305,71.0,69.0,70.0,79.0,72.0,76.0,75.0,80.0,73.0,78.0,67.0
15306,69.0,65.0,66.0,77.0,68.0,71.0,72.0,74.0,66.0,72.0,64.0
15307,68.0,61.0,61.0,72.0,65.0,68.0,68.0,72.0,64.0,69.0,60.0
15308,66.0,57.0,64.0,71.0,64.0,67.0,66.0,71.0,61.0,67.0,56.0
15309,67.0,55.0,63.0,71.0,61.0,64.0,63.0,69.0,58.0,64.0,53.0
15310,67.0,54.0,61.0,69.0,59.0,63.0,61.0,68.0,56.0,62.0,52.0
15311,66.0,52.0,59.0,68.0,58.0,62.0,59.0,64.0,55.0,60.0,47.0
15312,65.0,49.0,58.0,67.0,55.0,59.0,55.0,63.0,53.0,58.0,44.0
15313,63.0,45.0,56.0,65.0,53.0,56.0,52.0,63.0,49.0,56.0,44.0
15314,62.0,44.0,53.0,63.0,51.0,54.0,52.0,61.0,47.0,54.0,43.0
15315,61.0,47.0,52.0,61.0,49.0,55.0,49.0,57.0,44.0,54.0,42.0
15316,59.0,46.0,51.0,61.0,48.0,53.0,50.0,55.0,44.0,52.0,39.0
15317,58.0,45.0,51.0,60.0,48.0,53.0,48.0,55.0,44.0,53.0,39.0
15318,57.0,45.0,47.0,60.0,47.0,52.0,48.0,54.0,42.0,51.0,39.0
15319,57.0,46.0,51.0,61.0,49.0,54.0,49.0,57.0,44.0,53.0,40.0
15320,62.0,50.0,56.0,63.0,56.0,58.0,57.0,62.0,53.0,58.0,46.0
15321,65.0,52.0,60.0,68.0,60.0,61.0,63.0,64.0,57.0,61.0,52.0
15322,68.0,58.0,63.0,70.0,62.0,65.0,66.0,68.0,62.0,65.0,59.0
15323,70.0,62.0,65.0,72.0,65.0,68.0,70.0,71.0,65.0,68.0,63.0
15324,71.0,65.0,66.0,73.0,66.0,69.0,70.0,72.0,65.0,69.0,66.0
15325,72.0,68.0,67.0,74.0,67.0,71.0,72.0,72.0,68.0,71.0,67.0
15326,71.0,68.0,67.0,73.0,67.0,70.0,73.0,73.0,69.0,71.0,70.0
15327,70.0,69.0,68.0,74.0,68.0,71.0,72.0,74.0,69.0,72.0,70.0
15328,69.0,70.0,68.0,72.0,67.0,71.0,72.0,73.0,69.0,72.0,71.0
15329,66.0,69.0,64.0,70.0,65.0,69.0,71.0,71.0,69.0,71.0,70.0
15330,62.0,63.0,57.0,64.0,58.0,65.0,66.0,66.0,61.0,66.0,64.0
15331,57.0,59.0,52.0,61.0,54.0,64.0,59.0,63.0,54.0,63.0,59.0
15332,57.0,57.0,51.0,58.0,54.0,63.0,57.0,62.0,53.0,61.0,53.0
15333,55.0,56.0,50.0,56.0,51.0,61.0,57.0,60.0,49.0,61.0,51.0
15334,55.0,55.0,49.0,56.0,50.0,59.0,55.0,55.0,48.0,59.0,49.0
15335,55.0,51.0,49.0,54.0,49.0,57.0,53.0,52.0,47.0,56.0,49.0
15336,54.0,49.0,46.0,53.0,47.0,56.0,52.0,50.0,47.0,55.0,47.0
15337,54.0,49.0,47.0,53.0,46.0,56.0,50.0,50.0,46.0,55.0,45.0
15338,53.0,50.0,45.0,53.0,46.0,57.0,49.0,49.0,45.0,56.0,45.0
15339,55.0,52.0,45.0,54.0,46.0,57.0,49.0,49.0,44.0,56.0,45.0
15340,53.0,52.0,43.0,57.0,46.0,58.0,48.0,49.0,44.0,56.0,44.0
15341,55.0,51.0,44.0,58.0,45.0,59.0,50.0,51.0,46.0,56.0,44.0
15342,53.0,50.0,43.0,58.0,45.0,58.0,50.0,51.0,44.0,55.0,42.0
15343,57.0,51.0,51.0,61.0,49.0,59.0,50.0,56.0,46.0,57.0,45.0
15344,65.0,57.0,59.0,66.0,60.0,63.0,61.0,64.0,55.0,62.0,53.0
15345,72.0,62.0,66.0,72.0,67.0,66.0,67.0,72.0,62.0,67.0,63.0
15346,73.0,68.0,68.0,75.0,69.0,72.0,72.0,74.0,68.0,72.0,69.0
15347,74.0,72.0,70.0,76.0,72.0,74.0,75.0,77.0,71.0,75.0,73.0
15348,76.0,76.0,71.0,79.0,72.0,77.0,78.0,79.0,74.0,78.0,78.0
15349,74.0,78.0,73.0,80.0,73.0,78.0,80.0,81.0,77.0,80.0,80.0
15350,74.0,79.0,74.0,80.0,73.0,79.0,81.0,81.0,78.0,80.0,81.0
15351,73.0,80.0,73.0,80.0,73.0,80.0,81.0,81.0,78.0,81.0,80.0
15352,72.0,80.0,72.0,78.0,71.0,80.0,80.0,80.0,78.0,81.0,80.0
15353,70.0,79.0,70.0,73.0,67.0,79.0,77.0,79.0,75.0,80.0,78.0
15354,65.0,70.0,63.0,70.0,62.0,71.0,73.0,72.0,68.0,73.0,72.0
15355,61.0,65.0,60.0,66.0,60.0,67.0,68.0,69.0,63.0,67.0,65.0
15356,62.0,61.0,58.0,63.0,57.0,64.0,64.0,65.0,61.0,65.0,62.0
15357,59.0,59.0,55.0,60.0,55.0,62.0,62.0,62.0,58.0,63.0,59.0
15358,57.0,57.0,55.0,57.0,54.0,60.0,59.0,55.0,56.0,60.0,56.0
15359,57.0,57.0,52.0,56.0,54.0,60.0,57.0,55.0,55.0,60.0,56.0
15360,56.0,55.0,53.0,55.0,52.0,57.0,57.0,54.0,54.0,58.0,54.0
15361,56.0,54.0,52.0,54.0,51.0,55.0,56.0,54.0,54.0,56.0,53.0
15362,55.0,54.0,52.0,54.0,51.0,55.0,55.0,53.0,53.0,56.0,52.0
15363,55.0,54.0,51.0,53.0,51.0,55.0,55.0,52.0,51.0,56.0,52.0
15364,54.0,55.0,49.0,52.0,49.0,56.0,54.0,51.0,51.0,55.0,51.0
15365,54.0,53.0,49.0,52.0,48.0,54.0,53.0,52.0,50.0,54.0,49.0
15366,54.0,52.0,46.0,52.0,49.0,54.0,53.0,50.0,50.0,53.0,49.0
15367,58.0,53.0,52.0,55.0,51.0,55.0,54.0,52.0,51.0,55.0,49.0
15368,67.0,58.0,61.0,64.0,60.0,62.0,62.0,63.0,60.0,62.0,55.0
15369,72.0,63.0,68.0,71.0,68.0,68.0,69.0,70.0,65.0,68.0,62.0
15370,72.0,68.0,72.0,76.0,72.0,72.0,75.0,75.0,70.0,73.0,69.0
15371,76.0,74.0,73.0,77.0,74.0,75.0,78.0,78.0,74.0,76.0,74.0
15372,76.0,79.0,75.0,78.0,75.0,79.0,81.0,80.0,77.0,80.0,80.0
15373,76.0,80.0,75.0,80.0,76.0,80.0,82.0,81.0,79.0,81.0,81.0
15374,74.0,81.0,76.0,80.0,76.0,81.0,84.0,81.0,81.0,82.0,82.0
15375,74.0,82.0,77.0,80.0,76.0,82.0,82.0,81.0,80.0,83.0,83.0
15376,72.0,81.0,74.0,77.0,74.0,81.0,81.0,81.0,80.0,82.0,82.0
15377,71.0,80.0,72.0,74.0,71.0,79.0,79.0,78.0,78.0,80.0,81.0
15378,67.0,74.0,65.0,67.0,63.0,73.0,72.0,71.0,71.0,74.0,74.0
15379,63.0,66.0,60.0,64.0,62.0,69.0,67.0,68.0,63.0,70.0,69.0
15380,60.0,64.0,58.0,61.0,59.0,65.0,64.0,63.0,62.0,65.0,65.0
15381,58.0,61.0,56.0,56.0,57.0,62.0,62.0,59.0,60.0,62.0,62.0
15382,57.0,60.0,55.0,55.0,55.0,60.0,58.0,55.0,57.0,60.0,60.0
15383,58.0,59.0,53.0,55.0,55.0,58.0,57.0,54.0,55.0,58.0,59.0
15384,58.0,57.0,53.0,54.0,52.0,56.0,55.0,50.0,54.0,55.0,55.0
15385,58.0,54.0,53.0,54.0,53.0,53.0,54.0,49.0,53.0,53.0,55.0
15386,60.0,54.0,55.0,53.0,53.0,53.0,53.0,48.0,52.0,53.0,55.0
15387,62.0,53.0,54.0,53.0,53.0,52.0,53.0,47.0,51.0,52.0,54.0
15388,60.0,53.0,56.0,55.0,53.0,53.0,52.0,47.0,50.0,51.0,53.0
15389,60.0,52.0,55.0,55.0,53.0,53.0,51.0,47.0,49.0,50.0,53.0
